ProductID,GROSS_TURNOVER,AMOUNT,Invoice_count,Main_account_count,ProdCat1,ProdCat2,%Gross_Turnover,Cum_%Gross_Turnover
JPR4364,104457.6,55,1,1,Devices and Accessories,Enterprise networking equipment,0.12410189773188864,20.015264027806445
1017054640,103860.9204,548,1,1,Mobile Services,Mobile Device Management (MDM),0.1233930065578821,20.13865703436433
7835252369,102533.6125,26903,1,1,Business Solutions,Asset Tracking Solutions,0.12181608511545448,20.260473119479784
RIGP1542,102532.5,44,1,1,Mobile Services,Mobile Plans (Postpaid),0.12181476339868877,20.382287882878472
JPM4212,99799.5641,231,1,1,Devices and Accessories,Enterprise networking equipment,0.11856787153472093,20.500855754413195
434100660,98419.3709,1665,1,1,Data and Analytics,Big Data Solutions,0.11692811918202807,20.617783873595222
JBU52403SK,97767.396,8195,1,1,Television and Entertainment,Sports Subscription Packages,0.11615353387312227,20.733937407468343
5733102076,97466.9948,2257,1,1,Network and Infrastructure,Carrier Services,0.11579663921920588,20.849734046687548
4356922396,96725.313,4749,1,1,Broadband and Internet Services,5G Services,0.11491547672941863,20.964649523416966
7857029143,95983.3967,459,1,1,Security and Privacy,Digital ID Services,0.11403403563955802,21.078683559056525
601021200,95381.594,42,1,1,Communication Tools,Web Conferencing Services,0.11331905791529312,21.19200261697182
7889222138,95297.192,49,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.11321878327398059,21.3052214002458
7830202673,95249.2629,6820,1,1,Cloud and Hosting Services,Data Backup Services,0.11316184062675741,21.418383240872558
RAKB212,94598.5152,51,1,1,Mobile Services,Mobile Plans (Postpaid),0.11238871330510095,21.53077195417766
4440610375,94420.821,3030,1,1,Data and Analytics,Data Analytics Services,0.11217760193133829,21.642949556109
JBH51803,94394.0965,18,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.11214585162149071,21.75509540773049
4486804552,91576.101,58,1,1,Network and Infrastructure,Wholesale Telecom Services,0.10879790384794505,21.863893311578437
3351650113,89541.696,433,1,1,Television and Entertainment,Kids Entertainment Packages,0.10638090861490081,21.97027422019334
7898100487,89198.5132,13,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.10597318685268396,22.076247407046022
5733101954,88588.1682,12870,1,1,Network and Infrastructure,Carrier Services,0.10524806036336033,22.181495467409384
4322019920,87543.5895,60,1,1,Mobile Services,Mobile Plans (Prepaid),0.10400703817827942,22.285502505587665
5733106001,86184.3153,5224,1,1,Network and Infrastructure,Carrier Services,0.10239213885302213,22.38789464444069
JRRG26265,84109.6632,833,1,1,Television and Entertainment,News Subscription Packages,0.09992732764978324,22.487821972090472
21001011,83409.5205,289,1,1,Cloud and Hosting Services,Private Cloud Services,0.09909551610372887,22.586917488194203
4352072120,83391.6309,31,1,1,Television and Entertainment,Movie Subscription Packages,0.09907426218530012,22.685991750379504
JPMD788,83332.9888,30,1,1,Devices and Accessories,Enterprise networking equipment,0.09900459185114556,22.78499634223065
5734000669,82954.904,3108,1,1,Data and Analytics,Big Data Solutions,0.09855540441831556,22.883551746648966
704272004,81872.3954,52,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.09726931923570471,22.98082106588467
7921181001,81418.1701,6546,1,1,Devices and Accessories,Data Center Equipment - Servers,0.09672967231936895,23.07755073820404
5734000562,80423.3109,8192,1,1,Data and Analytics,Big Data Solutions,0.0955477198841605,23.173098458088198
7524612922,80210.73,75,1,1,Network and Infrastructure,Network Integration Services,0.09529516101710293,23.2683936191053
RIV4402,77776.341,119,1,1,Mobile Services,Mobile Plans (Postpaid),0.09240296078736729,23.360796579892668
7828103030,77536.379,1043,1,1,Cloud and Hosting Services,Application Hosting Services,0.09211787153025686,23.452914451422924
722451404,74930.1258,105,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0890214863166409,23.541935937739563
3033778018,74609.15,5209,1,1,Network and Infrastructure,Carrier Services,0.08864014780315782,23.63057608554272
1017059195,74283.0944,7786,1,1,Mobile Services,Mobile Device Management (MDM),0.08825277418241496,23.718828859725136
7847102960,74241.09000000001,34,1,1,Security and Privacy,Cybersecurity Solutions,0.0882028704343575,23.807031730159494
4330702001,74071.2819,43,1,1,Network and Infrastructure,Wholesale Telecom Services,0.08800112822067226,23.895032858380166
9978880007,73561.5328,57,1,1,Business Solutions,Workforce Management Solutions,0.08739551569772397,23.98242837407789
1017025718,70392.0792,356,1,1,Mobile Services,Mobile Device Management (MDM),0.08363001460892654,24.066058388686816
403131250,70335.2123,519,1,1,Business Solutions,Digital Workspace Solutions,0.08356245331890906,24.149620842005724
7878100355,70150.6966,6,1,1,Business Solutions,Workforce Management Solutions,0.08334323759376003,24.232964079599483
21003012,69195.071,94,1,1,Cloud and Hosting Services,Private Cloud Services,0.08220789702992193,24.315171976629404
191044600,68275.7201,300,1,1,Customer Support and Management,Customer Support Services,0.08111565298667836,24.396287629616083
7857033265,67397.2,79,1,1,Security and Privacy,Cybersecurity Solutions,0.08007191838425969,24.476359548000342
6398916842,67204.0308,4,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.07984242178177839,24.55620196978212
7857023602,66907.9344,49,1,1,Community and Social Platforms,Professional Networking Platforms,0.07949064148861082,24.63569261127073
5732113134,66891.8947,1061,1,1,Television and Entertainment,Local TV Channels,0.0794715853624022,24.715164196633133
7889222109,66717.8984,48,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.07926486731576579,24.794429063948897
7898100416,66511.594,12,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.0790197653073869,24.873448829256283
4374900392,66360.0905,465,1,1,Network and Infrastructure,Network Equipment Sales,0.07883977005703631,24.95228859931332
JRKU503,65832.6324,171,1,1,Digital Transformation Services,Cloud and Hosting Services,0.07821311817929781,25.03050171749262
JBE52006SK,65552.5361,5719,1,1,Television and Entertainment,Sports Subscription Packages,0.0778803469651623,25.108382064457782
1088011502,64780.9736,1022,1,1,Communication Tools,Virtual Event Hosting,0.07696368441051085,25.185345748868293
4441429681,64741.8115,193,1,1,Data and Analytics,Predictive Analytics,0.07691715748543153,25.262262906353726
7886106529,64734.0601,6662,1,1,Business Solutions,Asset Tracking Solutions,0.076907948357038,25.339170854710765
380473240,64424.8386,26,1,1,Mobile Services,GPS Tracking Services,0.07654057465737898,25.415711429368145
7936415869,64296.757,422,1,1,Television and Entertainment,Over-the-Top (OTT) Services,0.07638840602987332,25.49209983539802
3411035410,64079.064699999995,60,1,1,Data and Analytics,Data Analytics Services,0.07612977451285952,25.56822960991088
5657043758,63962.2716,3983,1,1,Security and Privacy,Cybersecurity Solutions,0.07599101730082336,25.644220627211702
7828103001,63473.5312,1239,1,1,Cloud and Hosting Services,Application Hosting Services,0.0754103643742939,25.719630991585994
8246083951,63276.522,47,1,1,Security and Privacy,Digital ID Services,0.07517630562135834,25.794807297207353
4441429663,63227.8406,84,1,1,Data and Analytics,Predictive Analytics,0.07511846919658653,25.869925766403938
4486804647,63119.6731,23,1,1,Network and Infrastructure,Wholesale Telecom Services,0.07498995971500821,25.944915726118946
JBH51603,63118.08,11,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.07498806701659971,26.019903793135548
1515134091,63084.9588,40,1,1,IoT and Smart Solutions,Smart City Solutions,0.07494871704325974,26.094852510178807
5734101966,63012.195,235,1,1,Data and Analytics,Big Data Solutions,0.07486226928200365,26.16971477946081
7898106517,62581.8292,28,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.074350968883575,26.244065748344386
7843107477,62222.4,170,1,1,Gaming and eSports,Live Streaming Services,0.0739239454231446,26.31798969376753
7889222125,62075.0988,41,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.07374894275739136,26.39173863652492
JFKF2115,61490.200600000004,158,1,1,Devices and Accessories,Enterprise networking equipment,0.07305404859363529,26.464792685118557
704272204,61305.5737,43,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.07283470075621268,26.53762738587477
JSF 1010,61154.1308,98,1,1,Broadband and Internet Services,4G Services,0.07265477750229893,26.610282163377068
7863101864,61115.8688,2,1,1,IoT and Smart Solutions,Internet of Things (IoT) Solutions,0.07260931995003833,26.682891483327108
722780834,61046.4246,46,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.07252681607280514,26.755418299399913
1017036574,60952.974799999996,450,1,1,Mobile Services,Mobile Device Management (MDM),0.07241579210209678,26.82783409150201
4436302200,60867.46799999999,26,1,1,Digital Transformation Services,Cloud Strategy and Migration,0.07231420489208065,26.90014829639409
4356922398,60639.945,3251,1,1,Broadband and Internet Services,5G Services,0.07204389391348597,26.972192190307574
1017054679,59868.4501,633,1,1,Mobile Services,Mobile Device Management (MDM),0.07112731167169146,27.043319501979266
3033778199,59693.1029,2460,1,1,Network and Infrastructure,Carrier Services,0.07091898867478197,27.11423849065405
3450999980,59373.2534,2448,1,1,Network and Infrastructure,Wholesale Telecom Services,0.07053898827329279,27.18477747892734
7839601958,59176.2915,620,1,1,Security and Privacy,Network Security Solutions,0.0703049857155959,27.255082464642935
JSF 808,58574.9935,144,1,1,Broadband and Internet Services,4G Services,0.06959060760522012,27.324673072248157
5733102092,58452.5985,1246,1,1,Network and Infrastructure,Carrier Services,0.0694451949997908,27.394118267247947
JPM4214,58356.7908,58,1,1,Devices and Accessories,Enterprise networking equipment,0.06933136970237513,27.463449636950322
APP2212,58034.4961,108,1,1,Mobile Services,Mobile Plans (Postpaid),0.0689484642565394,27.532398101206862
4441429611,58029.2119,179,1,1,Data and Analytics,Predictive Analytics,0.06894218630981275,27.601340287516674
JPM4215,57880.430700000004,49,1,1,Devices and Accessories,Enterprise networking equipment,0.0687654253152386,27.670105712831912
JBE52203SK,57364.888,6188,1,1,Television and Entertainment,Sports Subscription Packages,0.06815292964779246,27.738258642479703
1017025653,57181.3556,392,1,1,Mobile Services,Mobile Device Management (MDM),0.06793488214205531,27.806193524621758
JFKF781,57149.6367,220,1,1,Devices and Accessories,Enterprise networking equipment,0.06789719818527316,27.874090722807033
3033778856,57013.5627,1581,1,1,Network and Infrastructure,Carrier Services,0.06773553410691056,27.94182625691394
2057812883,56865.26,688,1,1,Security and Privacy,Cybersecurity Solutions,0.06755934159905319,28.009385598512996
1020007804,56848.7831,677,1,1,Mobile Services,Mobile Device Management (MDM),0.06753976605300638,28.076925364566
JFKF7815,56739.6532,127,1,1,Devices and Accessories,Enterprise networking equipment,0.06741011318247048,28.144335477748474
JFKF782,56492.129,86,1,1,Devices and Accessories,Enterprise networking equipment,0.06711603957792119,28.211451517326395
JRKU504,56443.4147,102,1,1,Digital Transformation Services,Cloud and Hosting Services,0.06705816406597491,28.27850968139237
5734000876,55972.3481,569,1,1,Data and Analytics,Big Data Solutions,0.06649850867452317,28.345008190066896
7889222099,55850.7978,47,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.06635409962338777,28.411362289690285
JLV 213,55484.2926,95,1,1,Devices and Accessories,Enterprise networking equipment,0.0659186694502974,28.477280959140582
7898101295,55420.7039,13,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.06584312225847695,28.54312408139906
4486805533,55257.8194,68,1,1,Network and Infrastructure,Wholesale Telecom Services,0.06564960569710555,28.608773687096168
1028009260,54723.7797,447,1,1,Cloud and Hosting Services,Application Hosting Services,0.06501513448357805,28.673788821579745
736081104,54454.287000000004,208,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.06469496098260838,28.73848378256235
380951312,54197.8636,5,1,1,Mobile Services,GPS Tracking Services,0.06439031459438135,28.80287409715673
7839605051,54175.259900000005,276,1,1,Security and Privacy,Network Security Solutions,0.06436346004223999,28.867237557198973
21005012,53811.4408,95,1,1,Cloud and Hosting Services,Private Cloud Services,0.06393122111715356,28.931168778316128
2057806925,53750.121,606,1,1,Security and Privacy,Cybersecurity Solutions,0.06385836951469917,28.995027147830825
JBH51403,53201.2648,8,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.06320629540997233,29.0582334432408
4441423749,53096.8558,146,1,1,Data and Analytics,Predictive Analytics,0.06308225125195713,29.121315694492754
JRKP402,52829.4597,171,1,1,Television and Entertainment,News Subscription Packages,0.06276456863761308,29.18408026313037
722383104,52556.2543,69,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.06243998422622894,29.2465202473566
RFVL405,52465.583999999995,66,1,1,Mobile Services,Mobile Plans (Postpaid),0.06233226246832985,29.30885250982493
5733107039,52456.4398,5156,1,1,Network and Infrastructure,Carrier Services,0.062321398609948654,29.37117390843488
5787404370,52421.5141,8,1,1,Network and Infrastructure,Wholesale Telecom Services,0.06227990478231319,29.43345381321719
439610524,52358.944,16232,1,1,Security and Privacy,Network Security Solutions,0.06220556774842314,29.495659380965616
1017056363,52285.1397,7179,1,1,Mobile Services,Mobile Device Management (MDM),0.06211788381072235,29.557777264776337
722780004,52173.6884,69,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.06198547297766964,29.61976273775401
JPC 783,51961.59,59,1,1,Devices and Accessories,Enterprise networking equipment,0.061733487349568884,29.681496225103576
1088011560,51961.0809,631,1,1,Communication Tools,Virtual Event Hosting,0.0617328825082157,29.743229107611793
RIV4302,51919.6338,112,1,1,Mobile Services,Mobile Plans (Postpaid),0.0616836408660041,29.804912748477797
3614010454,51915.6704,2106,1,1,Cloud and Hosting Services,Hybrid Cloud Services,0.06167893210894409,29.86659168058674
4486804428,51807.0801,68,1,1,Network and Infrastructure,Wholesale Telecom Services,0.06154992031559181,29.928141600902332
1017034372,51650.1834,158,1,1,Mobile Services,Mobile Device Management (MDM),0.06136351761997301,29.989505118522306
727813604,51587.2549,89,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.061288754785373885,30.05079387330768
JPM4363,50975.2273,33,1,1,Devices and Accessories,Enterprise networking equipment,0.060561629266270504,30.11135550257395
3311290157,50219.143299999996,165,1,1,Devices and Accessories,Data Center Equipment - Rack Solutions,0.05966335609854773,30.171018858672497
JSF 204,50153.824,996,1,1,Broadband and Internet Services,4G Services,0.05958575285006684,30.230604611522562
4322020498,50059.1818,29,1,1,Mobile Services,Mobile Plans (Prepaid),0.05947331223659764,30.29007792375916
727811604,49893.9226,28,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.05927697438911068,30.34935489814827
7839600975,49890.4929,168437,1,1,Security and Privacy,Network Security Solutions,0.059272899699680213,30.408627797847952
JLV 212,49710.7988,119,1,1,Devices and Accessories,Enterprise networking equipment,0.059059412324695304,30.46768721017265
1017050291,49388.8439,313,1,1,Mobile Services,Mobile Device Management (MDM),0.058676910581652385,30.5263641207543
4321243726,49292.2779,44,1,1,Mobile Services,Mobile Plans (Prepaid),0.058562184378328,30.58492630513263
3322097183,49149.4679,8,1,1,Network and Infrastructure,Network Infrastructure Services,0.05839251752771023,30.64331882266034
7857029033,49094.3712,70,1,1,Security and Privacy,Digital ID Services,0.058327059341529756,30.70164588200187
2100300399,48668.626,1936,1,1,Cloud and Hosting Services,Private Cloud Services,0.057821248493202373,30.75946713049507
RIGP1042,48297.6886,32,1,1,Mobile Services,Mobile Plans (Postpaid),0.05738055260051738,30.816847683095588
6398206345,47952.321500000005,12,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.05697023575881166,30.8738179188544
403219000,47939.8831,715,1,1,Business Solutions,Digital Workspace Solutions,0.056955458193131914,30.930773377047533
4330701269,47904.0114,21,1,1,Mobile Services,Mobile Plans (Prepaid),0.05691284046072309,30.987686217508255
2051123235,47701.5293,3246,1,1,Security and Privacy,Cybersecurity Solutions,0.056672279574136196,31.044358497082392
1017054491,47617.4403,516,1,1,Mobile Services,Mobile Device Management (MDM),0.05657237679560811,31.100930873878
7865995706,47496.564,24,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.05642876849692223,31.15735964237492
3805700050,47441.4651,84,1,1,Devices and Accessories,Data Center Equipment - Rack Solutions,0.05636330769700973,31.21372295007193
1017056444,47273.2684,4085,1,1,Mobile Services,Mobile Device Management (MDM),0.05616347992323127,31.26988642999516
JPC 784,47094.8,32,1,1,Television and Entertainment,Sports Subscription Packages,0.055951448753405686,31.325837878748565
10000905125,47075.0,17,1,1,Customer Support and Management,Customer Support Services,0.05592792516512593,31.38176580391369
7899996409,46977.5225,36,1,1,IoT and Smart Solutions,Internet of Things (IoT) Solutions,0.055812116045098656,31.43757791995879
RBKR3615,46954.5984,11,1,1,Mobile Services,Mobile Plans (Postpaid),0.05578488083852876,31.49336280079732
7835201349,46865.52,6240,1,1,Business Solutions,Asset Tracking Solutions,0.055679050353366163,31.549041851150687
JBH51203,46607.8862,9,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.05537296593729805,31.604414817087985
736075004,46584.7323,89,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0553454577145369,31.659760274802522
5733107000,46319.4212,6850,1,1,Network and Infrastructure,Carrier Services,0.055030252205322296,31.714790527007846
4365211370,46166.0008,273,1,1,Business Solutions,Contact Center Solutions,0.05484797956273062,31.769638506570576
JFKF211,46100.6673,210,1,1,Devices and Accessories,Enterprise networking equipment,0.05477035944379752,31.824408866014373
980418919,45762.88,12,1,1,Network and Infrastructure,Wholesale Telecom Services,0.054369047859386885,31.87877791387376
JLA 7815,45671.55,102,1,1,Devices and Accessories,Enterprise networking equipment,0.05426054233829649,31.933038456212056
JSF 408,45117.7213,237,1,1,Broadband and Internet Services,4G Services,0.05360256060514939,31.986641016817206
RIV4252,45099.051,68,1,1,Mobile Services,Mobile Plans (Postpaid),0.053580379168267606,32.040221395985476
21003006,44968.5402,181,1,1,Cloud and Hosting Services,Private Cloud Services,0.05342532450537561,32.09364672049085
4443161276,44926.418000000005,15,1,1,Network and Infrastructure,Wholesale Telecom Services,0.053375280803848464,32.1470220012947
4330701813,44736.6512,55,1,1,Network and Infrastructure,Wholesale Telecom Services,0.05314982645675924,32.20017182775146
5657043392,44605.311499999996,857,1,1,Security and Privacy,Cybersecurity Solutions,0.05299378701092152,32.25316561476238
JBH51003,44447.1291,13,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.05280585682654255,32.305971471588926
7586046895,44363.168,3,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.052706106000890256,32.358677577589816
JPMD364,44303.76,19,1,1,Devices and Accessories,Enterprise networking equipment,0.05263552573157088,32.41131310332139
JBE52403,44196.0168,13,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.05250752034385656,32.46382062366525
7863101699,44122.9139,4,1,1,IoT and Smart Solutions,Internet of Things (IoT) Solutions,0.052420669711449694,32.5162412933767
RBKR783,43968.0,7,1,1,Mobile Services,Mobile Plans (Postpaid),0.052236622701226906,32.56847791607793
5734000863,43812.4476,687,1,1,Data and Analytics,Big Data Solutions,0.05205181711468509,32.62052973319262
5733107097,43584.443100000004,3356,1,1,Network and Infrastructure,Carrier Services,0.05178093408519361,32.67231066727781
RBKR782,43551.725,9,1,1,Mobile Services,Mobile Plans (Postpaid),0.051742063018845326,32.724052730296656
JFKK2115,43424.7627,95,1,1,Television and Entertainment,Sports Subscription Packages,0.05159122418691346,32.77564395448357
JBU52003SK,43132.4935,3642,1,1,Television and Entertainment,Sports Subscription Packages,0.051243990837031975,32.8268879453206
5733110136,42834.624299999996,2690,1,1,Network and Infrastructure,Carrier Services,0.05089010435107136,32.87777804967167
398841210,42830.3824,3,1,1,Mobile Services,GPS Tracking Services,0.05088506471929743,32.928663114390964
3130170615,42816.6132,320,1,1,Network and Infrastructure,Network Design Services,0.05086870608335089,32.979531820474314
7857024436,42719.5428,95,1,1,Digital Transformation Services,Remote Work Solutions,0.05075338062255537,33.030285201096866
601051200,42622.6264,18,1,1,Communication Tools,Web Conferencing Services,0.05063823812300203,33.080923439219866
JBU51603,42251.221,15,1,1,Devices and Accessories,Data Center Equipment - Storage Solutions,0.05019698621823042,33.1311204254381
3130140640,42060.1654,253,1,1,Network and Infrastructure,Network Design Services,0.04997000069939497,33.181090426137494
4486804834,41848.4851,21,1,1,Network and Infrastructure,Wholesale Telecom Services,0.049718511799186134,33.23080893793668
