CUSTOMER_NAME,CUSTOMER_NUMBER,ACCOUNT_GROUP_TXT,CVR_Company_status
CUSTOMER_NAME_196,19429,Debtors,Normal
CUSTOMER_NAME_197,22054,Debtors,Active
CUSTOMER_NAME_198,22107,Debtors,Normal
CUSTOMER_NAME_199,23431,Debtors,Normal
CUSTOMER_NAME_200,23666,Debtors,Normal
CUSTOMER_NAME_201,23771,Debtors,Normal
CUSTOMER_NAME_202,24965,Debtors,Normal
CUSTOMER_NAME_203,25344,Debtors,Normal
CUSTOMER_NAME_204,26425,Debtors,Normal
CUSTOMER_NAME_205,27080,Debtors,Normal
CUSTOMER_NAME_206,28861,Debtors,Normal
CUSTOMER_NAME_207,30744,Debtors,Active
CUSTOMER_NAME_208,30817,Debtors,Normal
CUSTOMER_NAME_209,31315,Debtors,Normal
CUSTOMER_NAME_210,31502,Debtors,Normal
CUSTOMER_NAME_211,31603,Debtors,Normal
CUSTOMER_NAME_212,33256,Debtors,Active
CUSTOMER_NAME_213,33670,Debtors,Normal
CUSTOMER_NAME_214,34635,Debtors,Normal
CUSTOMER_NAME_215,35067,Debtors,Normal
CUSTOMER_NAME_216,35413,Debtors,Normal
CUSTOMER_NAME_217,36769,Debtors,Normal
CUSTOMER_NAME_218,39555,Debtors,Normal
CUSTOMER_NAME_219,39701,Debtors,Normal
CUSTOMER_NAME_220,41728,Debtors,Normal
CUSTOMER_NAME_221,41763,Debtors,Normal
CUSTOMER_NAME_222,42097,Debtors,Normal
CUSTOMER_NAME_223,43680,Debtors,Normal
CUSTOMER_NAME_224,43890,Debtors,Normal
CUSTOMER_NAME_225,44536,Debtors,Normal
CUSTOMER_NAME_226,44989,Debtors,Normal
CUSTOMER_NAME_227,46095,Debtors,
CUSTOMER_NAME_228,21341,Debtors,Active
CUSTOMER_NAME_229,22293,Debtors,Active
CUSTOMER_NAME_230,32320,Debtors,Active
CUSTOMER_NAME_231,46987,Debtors,Normal
CUSTOMER_NAME_232,48795,Debtors,Normal
CUSTOMER_NAME_233,49266,Debtors,Normal
CUSTOMER_NAME_234,49785,Debtors,Normal
CUSTOMER_NAME_235,51666,Debtors,Active
CUSTOMER_NAME_236,52262,Debtors,Normal
CUSTOMER_NAME_237,52893,Debtors,Active
CUSTOMER_NAME_238,52937,Debtors,Normal
CUSTOMER_NAME_239,53924,Debtors,Active
CUSTOMER_NAME_240,55130,Debtors,Normal
CUSTOMER_NAME_241,55214,Debtors,Normal
CUSTOMER_NAME_242,56270,Debtors,Normal
CUSTOMER_NAME_243,56275,Debtors,Normal
CUSTOMER_NAME_244,58521,Debtors,Normal
CUSTOMER_NAME_245,59202,Debtors,Normal
CUSTOMER_NAME_246,60170,Debtors,Normal
CUSTOMER_NAME_247,60202,Debtors,Active
CUSTOMER_NAME_248,60513,Debtors,Normal
CUSTOMER_NAME_249,60727,Debtors,Active
CUSTOMER_NAME_250,61290,Debtors,Normal
CUSTOMER_NAME_251,61597,Debtors,Normal
CUSTOMER_NAME_252,62198,Debtors,Active
CUSTOMER_NAME_253,62328,Debtors,Normal
CUSTOMER_NAME_254,63085,Debtors,Normal
CUSTOMER_NAME_255,64241,Debtors,Normal
CUSTOMER_NAME_256,65682,Debtors,Normal
CUSTOMER_NAME_257,71123,Debtors,Normal
CUSTOMER_NAME_258,71964,Debtors,Normal
CUSTOMER_NAME_259,73111,Debtors,Normal
CUSTOMER_NAME_260,73363,Debtors,Normal
CUSTOMER_NAME_261,74737,Debtors,Normal
CUSTOMER_NAME_262,75292,Debtors,Normal
CUSTOMER_NAME_263,76212,Debtors,Normal
CUSTOMER_NAME_264,77448,Debtors,Normal
CUSTOMER_NAME_265,77538,Debtors,Active
CUSTOMER_NAME_266,78315,Debtors,
CUSTOMER_NAME_267,79159,Debtors,Normal
CUSTOMER_NAME_268,79259,Debtors,Active
CUSTOMER_NAME_269,79832,Debtors,Normal
CUSTOMER_NAME_270,80276,Debtors,Normal
CUSTOMER_NAME_271,80327,Debtors,Normal
CUSTOMER_NAME_272,81110,Debtors,Normal
CUSTOMER_NAME_273,81177,Debtors,Normal
CUSTOMER_NAME_274,81373,Debtors,Normal
CUSTOMER_NAME_275,83635,Debtors,Normal
CUSTOMER_NAME_276,84696,Debtors,
CUSTOMER_NAME_277,84780,Debtors,Normal
CUSTOMER_NAME_278,87727,Debtors,
CUSTOMER_NAME_279,45309,Debtors,Normal
CUSTOMER_NAME_280,73935,Debtors,
CUSTOMER_NAME_281,91040,Debtors,
CUSTOMER_NAME_282,91158,Debtors,Normal
CUSTOMER_NAME_283,91257,Debtors,Normal
CUSTOMER_NAME_284,91474,Debtors,
CUSTOMER_NAME_285,91970,Debtors,Normal
CUSTOMER_NAME_286,92038,Debtors,Normal
CUSTOMER_NAME_287,92055,Debtors,Normal
CUSTOMER_NAME_288,92209,Debtors,Normal
CUSTOMER_NAME_289,92332,Debtors,Normal
CUSTOMER_NAME_290,92646,Debtors,Normal
CUSTOMER_NAME_291,92705,Debtors,Normal
CUSTOMER_NAME_292,92744,Debtors,Normal
CUSTOMER_NAME_293,92787,Debtors,
CUSTOMER_NAME_294,100257,Debtors,Normal
CUSTOMER_NAME_295,100271,Debtors,Normal
CUSTOMER_NAME_296,100410,Debtors,Normal
CUSTOMER_NAME_297,100444,Debtors,Normal
CUSTOMER_NAME_298,101510,Debtors,Normal
CUSTOMER_NAME_299,102188,Debtors,Normal
CUSTOMER_NAME_300,106107,Debtors,Normal
CUSTOMER_NAME_301,106112,Debtors,Normal
CUSTOMER_NAME_302,108071,Debtors,Normal
CUSTOMER_NAME_303,111099,Debtors,Normal
CUSTOMER_NAME_304,114810,Debtors,Normal
CUSTOMER_NAME_305,117768,Debtors,
CUSTOMER_NAME_306,120140,Debtors,Normal
CUSTOMER_NAME_307,192580,Debtors,Normal
CUSTOMER_NAME_308,200090,Debtors,Normal
CUSTOMER_NAME_309,213265,Debtors,Normal
CUSTOMER_NAME_310,213410,Debtors,Normal
CUSTOMER_NAME_311,215890,Debtors,Normal
CUSTOMER_NAME_312,254145,Debtors,Normal
CUSTOMER_NAME_313,269310,Debtors,Normal
CUSTOMER_NAME_314,305885,Debtors,Normal
CUSTOMER_NAME_315,321230,Debtors,Normal
CUSTOMER_NAME_316,364022,Debtors,Active
CUSTOMER_NAME_317,390940,Debtors,Normal
CUSTOMER_NAME_318,402501,Debtors,Normal
CUSTOMER_NAME_319,420400,Debtors,Normal
CUSTOMER_NAME_320,430650,Debtors,Active
CUSTOMER_NAME_321,498790,Debtors,Normal
CUSTOMER_NAME_322,500760,Debtors,Normal
CUSTOMER_NAME_323,520410,Debtors,Normal
CUSTOMER_NAME_290,700501,Debtors,Normal
CUSTOMER_NAME_324,734400,Debtors,Normal
CUSTOMER_NAME_325,780432,Debtors,Normal
CUSTOMER_NAME_326,808412,Debtors,Normal
CUSTOMER_NAME_327,809993,Debtors,Normal
CUSTOMER_NAME_328,811265,Debtors,Normal
CUSTOMER_NAME_329,811332,Debtors,Normal
CUSTOMER_NAME_330,817188,Debtors,Normal
CUSTOMER_NAME_331,821686,Debtors,Normal
CUSTOMER_NAME_332,823201,Debtors,Normal
CUSTOMER_NAME_333,824591,Debtors,Normal
CUSTOMER_NAME_334,824665,Debtors,Normal
CUSTOMER_NAME_335,826754,Debtors,Active
CUSTOMER_NAME_336,826782,Debtors,Normal
CUSTOMER_NAME_337,852810,Debtors,Normal
CUSTOMER_NAME_338,910942,Debtors,Normal
CUSTOMER_NAME_339,971164,Debtors,Normal
CUSTOMER_NAME_340,971286,Debtors,Normal
CUSTOMER_NAME_341,973018,Debtors,Normal
CUSTOMER_NAME_342,981434,Debtors,Normal
CUSTOMER_NAME_343,983312,Debtors,Normal
CUSTOMER_NAME_344,989391,Debtors,Normal
CUSTOMER_NAME_345,989758,Debtors,Normal
CUSTOMER_NAME_346,989807,Debtors,Normal
CUSTOMER_NAME_213,989861,Debtors,Normal
CUSTOMER_NAME_347,989993,Debtors,Normal
CUSTOMER_NAME_348,10596,Debtors,Active
CUSTOMER_NAME_349,10600,Debtors,Active
CUSTOMER_NAME_350,12165,Debtors,Active
CUSTOMER_NAME_350,16527,Debtors,Active
CUSTOMER_NAME_351,19712,Debtors,Active
CUSTOMER_NAME_352,28207,Debtors,Active
CUSTOMER_NAME_353,29387,Debtors,Active
CUSTOMER_NAME_354,30064,Debtors,Active
CUSTOMER_NAME_355,30259,Debtors,Active
CUSTOMER_NAME_355,30303,Debtors,Active
CUSTOMER_NAME_356,30686,Debtors,Active
CUSTOMER_NAME_349,33252,Debtors,Active
CUSTOMER_NAME_350,34248,Debtors,Active
CUSTOMER_NAME_357,41408,Debtors,Active
CUSTOMER_NAME_358,44229,Debtors,Active
CUSTOMER_NAME_359,44660,Debtors,Active
CUSTOMER_NAME_355,45370,Debtors,Active
CUSTOMER_NAME_355,48488,Debtors,Active
CUSTOMER_NAME_350,50096,Debtors,Active
CUSTOMER_NAME_355,52926,Debtors,Active
CUSTOMER_NAME_355,54763,Debtors,Active
CUSTOMER_NAME_355,57294,Debtors,Active
CUSTOMER_NAME_355,57302,Debtors,Active
CUSTOMER_NAME_355,57307,Debtors,Active
CUSTOMER_NAME_356,59536,Debtors,Active
CUSTOMER_NAME_349,61018,Debtors,Active
CUSTOMER_NAME_360,61531,Debtors,Active
CUSTOMER_NAME_355,63211,Debtors,Active
CUSTOMER_NAME_349,63501,Debtors,Active
CUSTOMER_NAME_360,63791,Debtors,Active
CUSTOMER_NAME_349,64756,Debtors,Active
CUSTOMER_NAME_349,65029,Debtors,Active
CUSTOMER_NAME_349,65113,Debtors,Active
CUSTOMER_NAME_355,65309,Debtors,Active
CUSTOMER_NAME_349,65818,Debtors,Active
CUSTOMER_NAME_355,65845,Debtors,Active
CUSTOMER_NAME_361,66023,Debtors,Active
CUSTOMER_NAME_349,66043,Debtors,Active
CUSTOMER_NAME_360,67213,Debtors,Active
CUSTOMER_NAME_355,67532,Debtors,Active
CUSTOMER_NAME_350,68038,Debtors,Active
CUSTOMER_NAME_350,68065,Debtors,Active
CUSTOMER_NAME_355,71256,Debtors,Active
CUSTOMER_NAME_360,72528,Debtors,Active
CUSTOMER_NAME_360,74015,Debtors,Active
CUSTOMER_NAME_355,74757,Debtors,Active
CUSTOMER_NAME_362,75049,Debtors,Active
CUSTOMER_NAME_350,75289,Debtors,Active
CUSTOMER_NAME_349,75335,Debtors,Active
CUSTOMER_NAME_355,76284,Debtors,Active
CUSTOMER_NAME_349,76314,Debtors,Active
CUSTOMER_NAME_349,76766,Debtors,Active
CUSTOMER_NAME_349,76794,Debtors,Active
CUSTOMER_NAME_355,76881,Debtors,Active
CUSTOMER_NAME_355,76990,Debtors,Active
CUSTOMER_NAME_349,77133,Debtors,Active
CUSTOMER_NAME_349,77232,Debtors,Active
CUSTOMER_NAME_355,77725,Debtors,Active
CUSTOMER_NAME_355,78221,Debtors,Active
CUSTOMER_NAME_355,78762,Debtors,Active
CUSTOMER_NAME_355,79031,Debtors,Active
CUSTOMER_NAME_349,79845,Debtors,Active
CUSTOMER_NAME_363,80487,Debtors,Active
CUSTOMER_NAME_349,81064,Debtors,Active
CUSTOMER_NAME_364,81065,Debtors,Active
CUSTOMER_NAME_355,81067,Debtors,Active
CUSTOMER_NAME_365,81415,Debtors,Active
CUSTOMER_NAME_355,81707,Debtors,Active
CUSTOMER_NAME_355,82076,Debtors,Active
CUSTOMER_NAME_355,82386,Debtors,Active
CUSTOMER_NAME_360,83294,Debtors,Active
CUSTOMER_NAME_355,83448,Debtors,Active
CUSTOMER_NAME_349,83536,Debtors,Active
CUSTOMER_NAME_355,83757,Debtors,Active
CUSTOMER_NAME_355,83786,Debtors,Active
CUSTOMER_NAME_355,84186,Debtors,Active
CUSTOMER_NAME_355,84388,Debtors,Active
CUSTOMER_NAME_356,85607,Debtors,Active
CUSTOMER_NAME_349,85636,Debtors,Active
CUSTOMER_NAME_349,86212,Debtors,Active
CUSTOMER_NAME_349,86590,Debtors,Active
CUSTOMER_NAME_355,86907,Debtors,Active
CUSTOMER_NAME_355,87281,Debtors,Active
CUSTOMER_NAME_355,87413,Debtors,Active
CUSTOMER_NAME_349,87833,Debtors,Active
CUSTOMER_NAME_349,88443,Debtors,Active
CUSTOMER_NAME_350,74628,Debtors,
CUSTOMER_NAME_349,89200,Debtors,Active
CUSTOMER_NAME_360,89232,Debtors,Active
CUSTOMER_NAME_360,89233,Debtors,Active
CUSTOMER_NAME_349,89301,Debtors,Active
CUSTOMER_NAME_355,89310,Debtors,Active
CUSTOMER_NAME_349,89387,Debtors,Active
CUSTOMER_NAME_355,89391,Debtors,Active
CUSTOMER_NAME_349,89594,Debtors,Active
CUSTOMER_NAME_355,89737,Debtors,Active
CUSTOMER_NAME_355,89786,Debtors,Active
CUSTOMER_NAME_355,90243,Debtors,Active
CUSTOMER_NAME_355,90397,Debtors,Active
CUSTOMER_NAME_355,90608,Debtors,Active
CUSTOMER_NAME_355,90973,Debtors,Active
CUSTOMER_NAME_355,90993,Debtors,Active
CUSTOMER_NAME_355,90994,Debtors,Active
CUSTOMER_NAME_360,91166,Debtors,Active
CUSTOMER_NAME_349,91544,Debtors,Active
CUSTOMER_NAME_355,91585,Debtors,Active
CUSTOMER_NAME_355,91653,Debtors,Active
CUSTOMER_NAME_349,91775,Debtors,Active
CUSTOMER_NAME_349,91830,Debtors,Active
CUSTOMER_NAME_349,92095,Debtors,Active
CUSTOMER_NAME_349,92348,Debtors,Active
CUSTOMER_NAME_349,92449,Debtors,Active
CUSTOMER_NAME_349,92469,Debtors,Active
CUSTOMER_NAME_349,92583,Debtors,Active
CUSTOMER_NAME_349,92604,Debtors,Active
CUSTOMER_NAME_349,92629,Debtors,Active
CUSTOMER_NAME_352,92661,Debtors,Active
CUSTOMER_NAME_352,92663,Debtors,Active
CUSTOMER_NAME_355,92829,Debtors,Active
CUSTOMER_NAME_349,92887,Debtors,Active
CUSTOMER_NAME_355,92923,Debtors,Active
CUSTOMER_NAME_355,92998,Debtors,Active
CUSTOMER_NAME_355,93000,Debtors,Active
CUSTOMER_NAME_355,93072,Debtors,Active
CUSTOMER_NAME_360,93344,Debtors,Active
CUSTOMER_NAME_355,93363,Debtors,Active
CUSTOMER_NAME_349,93690,Debtors,Active
CUSTOMER_NAME_349,93691,Debtors,Active
CUSTOMER_NAME_349,93693,Debtors,Active
CUSTOMER_NAME_355,93725,Debtors,Active
CUSTOMER_NAME_349,93756,Debtors,Active
CUSTOMER_NAME_349,93757,Debtors,Active
CUSTOMER_NAME_349,93758,Debtors,Active
CUSTOMER_NAME_349,93759,Debtors,Active
CUSTOMER_NAME_349,93929,Debtors,Active
CUSTOMER_NAME_349,93989,Debtors,Active
CUSTOMER_NAME_349,93999,Debtors,Active
CUSTOMER_NAME_355,94310,Debtors,
CUSTOMER_NAME_355,94311,Debtors,
CUSTOMER_NAME_355,94504,Debtors,Active
CUSTOMER_NAME_355,94608,Debtors,Active
CUSTOMER_NAME_355,94610,Debtors,
CUSTOMER_NAME_355,94987,Debtors,Active
CUSTOMER_NAME_349,95137,Debtors,Active
CUSTOMER_NAME_355,95149,Debtors,Active
CUSTOMER_NAME_349,95519,Debtors,Active
CUSTOMER_NAME_349,95786,Debtors,Active
CUSTOMER_NAME_355,95939,Debtors,Active
CUSTOMER_NAME_355,96062,Debtors,Active
CUSTOMER_NAME_349,96096,Debtors,Active
CUSTOMER_NAME_366,110124,Debtors,Active
CUSTOMER_NAME_350,130050,Debtors,Active
CUSTOMER_NAME_350,190600,Debtors,Active
CUSTOMER_NAME_350,237760,Debtors,Active
CUSTOMER_NAME_349,304440,Debtors,Active
CUSTOMER_NAME_350,331540,Debtors,Active
CUSTOMER_NAME_352,393210,Debtors,Active
CUSTOMER_NAME_350,413000,Debtors,Active
CUSTOMER_NAME_367,807091,Debtors,Active
CUSTOMER_NAME_350,814165,Debtors,Active
CUSTOMER_NAME_368,814776,Debtors,Active
CUSTOMER_NAME_349,823958,Debtors,Active
CUSTOMER_NAME_369,20885,Debtors,Normal
CUSTOMER_NAME_370,26678,Debtors,Normal
CUSTOMER_NAME_371,44566,Debtors,Normal
CUSTOMER_NAME_371,44567,Debtors,Normal
CUSTOMER_NAME_371,44568,Debtors,Normal
CUSTOMER_NAME_371,44573,Debtors,Normal
CUSTOMER_NAME_371,44579,Debtors,Normal
CUSTOMER_NAME_371,44581,Debtors,Normal
CUSTOMER_NAME_372,44657,Debtors,Normal
